"date","level"
2021-07-06,334
2021-07-07,328
2021-07-08,319
2021-07-09,323
2021-07-10,374
2021-07-11,453
2021-07-12,479
2021-07-13,481
2021-07-14,476
2021-07-15,481
2021-07-16,510
2021-07-17,534
2021-07-18,546
2021-07-19,549
2021-07-20,532
2021-07-21,515
2021-07-22,491
2021-07-23,461
2021-07-24,433
2021-07-25,415
2021-07-26,405
2021-07-27,395
2021-07-28,401
2021-07-29,400
2021-07-30,384
2021-07-31,366
2021-08-01,352
2021-08-02,350
2021-08-03,365
2021-08-04,392
2021-08-05,393
2021-08-06,381
2021-08-07,377
2021-08-08,371
2021-08-09,364
2021-08-10,358
2021-08-11,352
2021-08-12,340
2021-08-13,327
2021-08-14,312
2021-08-15,295
2021-08-16,277
2021-08-17,268
2021-08-18,260
2021-08-19,263
2021-08-20,259
2021-08-21,243
2021-08-22,233
2021-08-23,241
2021-08-24,239
2021-08-25,238
2021-08-26,236
2021-08-27,219
2021-08-28,211
2021-08-29,207
2021-08-30,211
2021-08-31,218
2021-09-01,237
2021-09-02,239
2021-09-03,224
2021-09-04,211
2021-09-05,202
2021-09-06,194
2021-09-07,185
2021-09-08,178
2021-09-09,174
2021-09-10,167
2021-09-11,165
2021-09-12,165
2021-09-13,162
2021-09-14,153
2021-09-15,148
2021-09-16,153
2021-09-17,157
2021-09-18,157
2021-09-19,159
2021-09-20,156
2021-09-21,155
2021-09-22,168
2021-09-23,167
2021-09-24,162
2021-09-25,156
2021-09-26,147
2021-09-27,141
2021-09-28,138
2021-09-29,136
2021-09-30,131
2021-10-01,123
2021-10-02,116
2021-10-03,112
2021-10-04,109
2021-10-05,110
2021-10-06,116
2021-10-07,120
2021-10-08,124
2021-10-09,122
2021-10-10,122
2021-10-11,118
2021-10-12,110
2021-10-13,107
2021-10-14,113
2021-10-15,107
2021-10-16,105
2021-10-17,101
2021-10-18,96
2021-10-19,92
2021-10-20,94
2021-10-21,94
2021-10-22,114
2021-10-23,117
2021-10-24,105
2021-10-25,93
2021-10-26,85
2021-10-27,82
2021-10-28,80
2021-10-29,77
2021-10-30,78
2021-10-31,77
2021-11-01,72
2021-11-02,77
2021-11-03,87
2021-11-04,100
2021-11-05,102
2021-11-06,109
2021-11-07,108
2021-11-08,104
2021-11-09,98
2021-11-10,90
2021-11-11,87
2021-11-12,85
2021-11-13,83
2021-11-14,86
2021-11-15,87
2021-11-16,84
2021-11-17,82
2021-11-18,90
2021-11-19,86
2021-11-20,83
2021-11-21,79
2021-11-22,75
2021-11-23,76
2021-11-24,72
2021-11-25,71
2021-11-26,74
2021-11-27,76
2021-11-28,75
2021-11-29,74
2021-11-30,75
2021-12-01,86
2021-12-02,106
2021-12-03,116
2021-12-04,136
2021-12-05,155
2021-12-06,191
2021-12-07,245
2021-12-08,228
2021-12-09,202
2021-12-10,198
2021-12-11,204
2021-12-12,195
2021-12-13,186
2021-12-14,178
2021-12-15,174
2021-12-16,170
2021-12-17,165
2021-12-18,158
2021-12-19,155
2021-12-20,149
2021-12-21,140
2021-12-22,133
2021-12-23,127
2021-12-24,123
2021-12-25,121
2021-12-26,135
2021-12-27,163
2021-12-28,193
2021-12-29,228
2021-12-30,291
2021-12-31,348
2022-01-01,382
2022-01-02,384
2022-01-03,355
2022-01-04,341
2022-01-05,398
2022-01-06,444
2022-01-07,446
